Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
QB,Josh Hoover (44252456),Josh Hoover,44252456,QB/S-FLEX,8900,NW@IU 09/25/2026 08:00PM ET,IU,22.7,
RB,Adam Mohammed (44252564),Adam Mohammed,44252564,RB/FLEX/S-FLEX,8400,CLEM@CAL 09/25/2026 10:30PM ET,CAL,27.8,
QB,Braxton Woodson (44252460),Braxton Woodson,44252460,QB/S-FLEX,8200,NAVY@UAB 09/25/2026 07:00PM ET,NAVY,29.2,Q
QB,Jackson Gutierrez (44252462),Jackson Gutierrez,44252462,QB/S-FLEX,8000,NAVY@UAB 09/25/2026 07:00PM ET,NAVY,21.3,
QB,Jaron-Keawe Sagapolutele (44252465),Jaron-Keawe Sagapolutele,44252465,QB/S-FLEX,7700,CLEM@CAL 09/25/2026 10:30PM ET,CAL,20.2,
QB,Grant Wilson (44252468),Grant Wilson,44252468,QB/S-FLEX,7400,NW@IU 09/25/2026 08:00PM ET,IU,7,
RB,Turbo Richard (44252568),Turbo Richard,44252568,RB/FLEX/S-FLEX,7300,NW@IU 09/25/2026 08:00PM ET,IU,22.6,
WR,Charlie Becker (44252838),Charlie Becker,44252838,WR/FLEX/S-FLEX,7100,NW@IU 09/25/2026 08:00PM ET,IU,26.1,
QB,Tait Reynolds (44252472),Tait Reynolds,44252472,QB/S-FLEX,6900,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,8,
RB,Gideon Davidson (44252572),Gideon Davidson,44252572,RB/FLEX/S-FLEX,6900,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,10,
QB,Jackson Brousseau (44252475),Jackson Brousseau,44252475,QB/S-FLEX,6800,CLEM@CAL 09/25/2026 10:30PM ET,CAL,2,
WR,Nick Marsh (44252843),Nick Marsh,44252843,WR/FLEX/S-FLEX,6800,NW@IU 09/25/2026 08:00PM ET,IU,13.3,
QB,Christopher Vizzina (44252482),Christopher Vizzina,44252482,QB/S-FLEX,6500,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,3.2,P
WR,Ian Strong (44252847),Ian Strong,44252847,WR/FLEX/S-FLEX,6200,CLEM@CAL 09/25/2026 10:30PM ET,CAL,11.5,
RB,Vic Listorti (44252576),Vic Listorti,44252576,RB/FLEX/S-FLEX,6100,NAVY@UAB 09/25/2026 07:00PM ET,NAVY,11.1,
QB,Aidan Chiles (44252487),Aidan Chiles,44252487,QB/S-FLEX,6000,NW@IU 09/25/2026 08:00PM ET,NW,28.3,
WR,Chase Hendricks (44252851),Chase Hendricks,44252851,WR/FLEX/S-FLEX,6000,CLEM@CAL 09/25/2026 10:30PM ET,CAL,17.1,
WR,T.J. Moore (44252855),T.J. Moore,44252855,WR/FLEX/S-FLEX,5700,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,14.7,
QB,Nicco Marchiol (44252490),Nicco Marchiol,44252490,QB/S-FLEX,5600,NW@IU 09/25/2026 08:00PM ET,NW,1.9,
RB,Caleb Komolafe (44252581),Caleb Komolafe,44252581,RB/FLEX/S-FLEX,5600,NW@IU 09/25/2026 08:00PM ET,NW,13,
WR,Griffin Wilde (44252859),Griffin Wilde,44252859,WR/FLEX/S-FLEX,5600,NW@IU 09/25/2026 08:00PM ET,NW,15,
RB,Lee Beebe Jr. (44252586),Lee Beebe Jr.,44252586,RB/FLEX/S-FLEX,5500,NW@IU 09/25/2026 08:00PM ET,IU,11.9,
QB,Ryder Burton (44252477),Ryder Burton,44252477,QB/S-FLEX,5400,NAVY@UAB 09/25/2026 07:00PM ET,UAB,11.4,
WR,Bryant Wesco Jr. (44252863),Bryant Wesco Jr.,44252863,WR/FLEX/S-FLEX,5400,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,8.8,
RB,Rod Robinson II (44252590),Rod Robinson II,44252590,RB/FLEX/S-FLEX,5300,NAVY@UAB 09/25/2026 07:00PM ET,UAB,12.6,
QB,Nate Rogers (44252484),Nate Rogers,44252484,QB/S-FLEX,5000,NAVY@UAB 09/25/2026 07:00PM ET,UAB,4.4,
RB,Joseph Himon II (44252595),Joseph Himon II,44252595,RB/FLEX/S-FLEX,5000,NW@IU 09/25/2026 08:00PM ET,NW,22.8,
RB,Michael Barrow (44252599),Michael Barrow,44252599,RB/FLEX/S-FLEX,4900,NAVY@UAB 09/25/2026 07:00PM ET,NAVY,5.6,
WR,Ty Mims (44252866),Ty Mims,44252866,WR/FLEX/S-FLEX,4900,NAVY@UAB 09/25/2026 07:00PM ET,UAB,7,
RB,Khobie Martin (44252602),Khobie Martin,44252602,RB/FLEX/S-FLEX,4800,NW@IU 09/25/2026 08:00PM ET,IU,0,OUT
RB,Jacob Williams (44252607),Jacob Williams,44252607,RB/FLEX/S-FLEX,4700,NAVY@UAB 09/25/2026 07:00PM ET,NAVY,3.4,
RB,Charles Robinson (44252611),Charles Robinson,44252611,RB/FLEX/S-FLEX,4600,NAVY@UAB 09/25/2026 07:00PM ET,NAVY,13.6,
WR,CJ Smith (44252869),CJ Smith,44252869,WR/FLEX/S-FLEX,4600,NAVY@UAB 09/25/2026 07:00PM ET,UAB,5,
QB,Trent Pearman (44252493),Trent Pearman,44252493,QB/S-FLEX,4500,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,0,
QB,Brock Bradley (44252496),Brock Bradley,44252496,QB/S-FLEX,4500,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,0,
QB,Colson Brown (44252498),Colson Brown,44252498,QB/S-FLEX,4500,CLEM@CAL 09/25/2026 10:30PM ET,CLEM,0,
QB,Tyler Cherry (44252501),Tyler Cherry,44252501,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,IU,0.4,
QB,Jacob Bell (44252503),Jacob Bell,44252503,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,IU,0,
QB,Maverick Geske (44252505),Maverick Geske,44252505,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,IU,0,
QB,Gavin Frakes (44252508),Gavin Frakes,44252508,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,NW,0,
QB,Ryan Boe (44252511),Ryan Boe,44252511,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,NW,0,
QB,Aidan Gray (44252515),Aidan Gray,44252515,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,NW,0,
QB,Sean Winton (44252519),Sean Winton,44252519,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,NW,0,
QB,Johnny O'Brien (44252522),Johnny O'Brien,44252522,QB/S-FLEX,4500,NW@IU 09/25/2026 08:00PM ET,NW,0,
